,real_target,Prediction
1239,postherpetic neuralgia : symptoms,"[{'summary_text': 'herpes zoster eruption . symptoms include burning, stabbing, gnawing, brussels syndrome . physiology'}]"
1240,anaplastic large-cell lymphoma : causes,[{'summary_text': 'alcl : physiology : causes . symbiosis : treatments : symptoms'}]
1241,myocardial rupture : treatments,[{'summary_text': 'myocardial rupture : treatments physiology . physiologic comorbidity|comorbosis : treatment'}]
1242,feminization : general,[{'summary_text': 'feminization of the face : physiology - Physiology – physiologie : general physiotherapy . physiologic syndrome : treatments'}]
1243,aneuploidy : physiology,[{'summary_text': 'chromosome segregation . hexadecimal chromosis : physiology : causes'}]
1244,albinism : physiology,[{'summary_text': 'melanin : physiology : causes physiologies - causes - physiotherapy . sociology of mammalian euphoria : symptoms'}]
1245,vulvar vestibulitis : symptoms,"[{'summary_text': 'vulval vestibulosis : symptoms : causes . symptoms: physiology, physiologies : treatments  physiologic syndrome'}]"
1246,nephrocalcinosis : symptoms,"[{'summary_text': 'nephrocalcinosis : physiology : symptoms - symptoms : causes . symptoms: causes, causes'}]"
1247,bacteremia : causes,[{'summary_text': 'staph aureus bacteremia . he says bacteria can enter the bloodstream a variety of ways . bacteria can cause disease : causes'}]
1248,adams–stokes syndrome : causes,[{'summary_text': 'paroxysmal supraventricular tachycardia . resulting lack of blood flow to the brain . causes of fainting : causes'}]
1249,hearing range : general,[{'summary_text': 'hearing range . general : physiology : general physiologies - general . general ephemeral hearing loss : symptoms'}]
1250,language disorder : physiology,[{'summary_text': 'language disorder : treatments physiology : causes . psychiatric disorders : symptoms : diagnoses : diagnosis'}]
1251,hepatocellular adenoma : general,[{'summary_text': 'hepatocellular adenoma . it is a benign liver tumor . most commonly occurs in people with elevated systemic levels of estrogen .'}]
1252,tracheobronchomalacia : treatments,"[{'summary_text': 'tracheobronchomalacia . symptoms include abrasion, sprain syndrome . physiology : treatments'}]"
1253,genital herpes : general,[{'summary_text': 'genital herpes : physiology : prevention : treatments  socio-economic status : treatment physiologic'}]
1254,transitional cell carcinoma : diagnosis,[{'summary_text': 'transitional cell carcinoma : physiology : diagnosis / diagnosis . physiologic esophageal cancer : general'}]
1255,aortopulmonary septal defect : diagnosis,[{'summary_text': 'right pulmonary artery type iii : physiology : causes . physiologic fibrosis : symptoms'}]
1256,escherichia coli : general,[{'summary_text': 'escherichia coli . he says bacterium can cause food poisoning in intestines . bacteria : causes'}]
1257,illusion : general,[{'summary_text': 'illusion : physiology : causes physiologic . physiological esophagus : general'}]
1258,human sexual activity : general,"[{'summary_text': 'sexual arousal : physiology : general : psychology . sociology, sociology and social sciences : causes'}]"
1259,endocarditis : general,"[{'summary_text': 'infective endocarditis . causes include valvular insufficiency, heart failure and kidney failure .'}]"
1260,hypovolemia : diagnosis,[{'summary_text': 'hypovolemia : physiology : diagnosis : treatments : diagnostic physiologies . sociology: treatments: treatments'}]
1261,congenital heart defect : physiology,[{'summary_text': 'congenital heart disease : physiology : causes : mechanisms physiological . physiologic syndrome : symptoms'}]
1262,malingering : general,[{'summary_text': 'malingering : physiology : diagnosis . sociology et al. colisis : symptoms'}]
1263,lathyrism : causes,[{'summary_text': 'oxalyldiaminopropionic acid|odap . causes of lathyrism : causes'}]
1264,list of counseling topics : general,[{'summary_text': 'list of counseling topics . click here for more information . samaritans in ireland - .'}]
1265,myocarditis : treatments,[{'summary_text': 'viral myocarditis : treatments physiology : therapies . socioeconomic factors factors influencing cardiac symbiosis'}]
1266,concussion : diagnosis,"[{'summary_text': ""anizokoria jpg|thumb|theoret : the world's greatest tragedy . he was a member of the u.s. army .""}]"
1267,corneal perforation : treatments,"[{'summary_text': 'non infected corneal perforation . a pressure bandage . the treatment of the perforations depends on location, severity and cause .'}]"
1268,pinworm infection : prevention,[{'summary_text': 'pinworm infection : prevention - prevention : cure . pediatrician emphysicist : treatments'}]
1269,craniopharyngioma : symptoms,[{'summary_text': 'craniopharyngioma : physiology : treatments - treatments : treatment : interventions . experts: treatments'}]
1270,decompression sickness : causes,[{'summary_text': 'ascent from depth : causes physiology : physiologies : symptoms : treatments : diagnosis : diagnostics  socio-economics'}]
1271,calcifying odontogenic cyst : general,[{'summary_text': 'calcifying odotogenic cyst . it is a benign odontogenic tumor of cystic type .'}]
1272,scleritis : general,"[{'summary_text': 'scleritis : physiology : symptoms : causes . sociology, social, social and social factors'}]"
1273,cholangiocarcinoma : treatments,[{'summary_text': 'inoperable cholangiocarcinoma . hepatitis c - s - is a symptom .'}]
1274,ulcer (dermatology) : treatments,[{'summary_text': 'periostitis or osteomyelitis fine needle aspiration cytology . ulcers : treatments : prevention : treatment'}]
1275,cerebral contusion : treatments,[{'summary_text': 'cerebral contusion . prevention of hypotension : prevention . adolescent hypercapnia : treatments'}]
1276,lung cancer : prevention,[{'summary_text': 'smoking prevention and smoking cessation . bhutan has had a complete smoking ban since 2005 . the world health organization has called for governments to institute a total ban on tobacco advertising .'}]
1277,dysuria : general,[{'summary_text': 'urination : physiology . physiologic dysuria . general : symptoms . symptoms'}]
1278,cystadenocarcinoma : general,[{'summary_text': 'cystadenocarcinoma : physiology : symptoms . socioeconomic status of cancer : causes'}]
1279,selective immunoglobulin a deficiency : general,[{'summary_text': 'selective immunoglobulin a (iga) deficiency . it is defined as an undetectable serum iga level .'}]
1280,far-sightedness : symptoms,[{'summary_text': 'far-sightedness . symptoms include blurry vision . strabismus and amblyopia . complications : symptoms .'}]
1281,eosinophilia–myalgia syndrome : general,[{'summary_text': 'eosinophilia–myalgia syndrome . causes of euphoria : physiology'}]
1282,trismus : diagnosis,[{'summary_text': 'the temporomandibular joint trismus . causes are articular and extra-articular . symptoms are often referred to as symptoms .'}]
1283,williams syndrome : general,"[{'summary_text': 'williams syndrome . symptoms include broad forehead, short nose and full cheeks . diagnosis : causes . causes : physiology'}]"
1284,babesiosis : physiology,[{'summary_text': 'babesia life cycle : physiology : causes . physiologic symbiosis : symptoms'}]
1285,clubfoot : general,[{'summary_text': 'clubfoot : general  physiology : physiologies . physiologic syndrome - general - physiotherapy'}]
1286,idiopathic hypersomnia : diagnosis,[{'summary_text': 'idiopathic hypersomnia . he says diagnosis focuses on physiology . hypersomnolence disorder : diagnosis'}]
1287,dental fear : treatments,[{'summary_text': 'dental fear : treatments physiology : treatment physiologies - treatments : interventions . physiotherapy: treatments'}]
1288,iron overload : causes,[{'summary_text': 'hereditary haemochromatosis . he says he has inherited the hfe gene . histopathology: causes'}]
1289,hypoalbuminemia : diagnosis,[{'summary_text': 'serum albumin : physiology - diagnosis : diagnosis . hepatitis c : diagnoses'}]
1290,fecal impaction : general,[{'summary_text': 'fecal impaction in the rectum . it refers to a large volume of stool in a consistent manner .'}]
1291,esophageal rupture : symptoms,"[{'summary_text': 'subcutaneous emphysema . symptoms include retching, vomiting, esophageal rupture .'}]"
1292,nociception : general,"[{'summary_text': ""neuronal nociception . somatosensory system's response to nociceptors : physiology""}]"
1293,epidermolysis bullosa dystrophica : symptoms,[{'summary_text': 'deficiency in anchoring fibrils . squamous cell carcinoma : physiology : causes : treatments'}]
1294,caroli disease : causes,[{'summary_text': 'caroli syndrome : physiology : causes . ephemeral sclerosis - causes of disease : cause'}]
1295,lymphedema : diagnosis,"[{'summary_text': 'swollen extremity lymphedema . diagnosis is based on diagnosis, diagnosis, and diagnosis . he says diagnosis can be asymptomatic .'}]"
1296,pseudomyxoma peritonei : diagnosis,[{'summary_text': 'mucinous adenocarcinoma . he says diagnosis is a symptomatic . diagnosis : diagnosis'}]
1297,aneurysm : treatments,[{'summary_text': 'aortic aneurysm|abdominal aosis . he says treatment focuses on physiology : treatments'}]
1298,depth perception : general,[{'summary_text': 'depth perception . he says animals can sense the distance of an object . animal perception : general . general : physiology'}]
1299,paracoccidioidomycosis : symptoms,"[{'summary_text': 'asymptomatic lung infection . symptoms include fever, weight loss and malaise . bronchitis disease : physiology'}]"
1300,hyperoxaluria : causes,[{'summary_text': 'hyperoxaluria : physiology : causes physiologic : mechanisms physiologique : treatments : symptoms : diagnosis'}]
1301,intracranial pressure : physiology,[{'summary_text': 'cerebral perfusion pressure (cpp) . icp is a blood flow disorder . it occurs in the u.s. and europe .'}]
1302,azotemia : treatments,[{'summary_text': 'azotemia . causes . symptoms . physiology . treatments : treatments . symbiosis .'}]
1303,enthesopathy : general,[{'summary_text': 'enthesopathy . a general adolescent tendon syndrome . symptoms include a pulmonary fibrosis .'}]
1304,citrullinemia : treatments,"[{'summary_text': 'arginine, sodium benzoate and sodium phenylacetate . hepatitis c : treatments .'}]"
1305,radial neuropathy : general,[{'summary_text': 'radial neuropathy . symbiosis : physiology . hepatitis c : symptoms'}]
1306,epiglottitis : symptoms,"[{'summary_text': 'epiglottitis . symptoms include fever, throat pain, dysphagia|difficulty in swallowing .'}]"
1307,ebstein's anomaly : general,"[{'summary_text': ""ebstein's anomaly . symptomatic : physiology : causes . causes : cause  symbiosis - causes""}]"
1308,neck pain : general,[{'summary_text': 'neck pain : physiology : symptoms : causes . symptoms  san francis saxosis - causes'}]
1309,drowning : prevention,"[{'summary_text': ""|alty : samaritans . hetland : the world's most adversity""}]"
1310,hydroa vacciniforme : diagnosis,[{'summary_text': 'perivascular lymphocytic infiltration . reticulated degeneration of the epidermis . symptoms : symptoms'}]
1311,cestoda : general,[{'summary_text': 'eucestoda : physiology : causes physiologic : conditions . physiological maladies'}]
1312,lesch–nyhan syndrome : general,[{'summary_text': 'lesch–nyhan syndrome : physiology : causes physiological . physiologic systrophy : symptoms'}]
1313,hypertensive encephalopathy : treatments,[{'summary_text': 'hypertensive stenosis . he says treatment should be supervised by a doctor . treatment should take two to six hours to complete .'}]
1314,psychoacoustics : general,[{'summary_text': 'psychoacoustics . interdisciplinary field of psychology and physiology . field of neurology : physiologie .'}]
1315,steatocystoma multiplex : causes,[{'summary_text': 'keratin 17 : physiology : causes physiologic : cause physio : symptoms - causes - physiologie'}]
1316,iliotibial band syndrome : general,"[{'summary_text': 'ilitotibial band syndrome . symptoms include adduction, hip flexion . symptomatic arthritis : symptoms'}]"
1317,sympathetic ophthalmia : treatments,[{'summary_text': 'enucleation of the eye or evisceration . he says it is a good idea to treat a symptomatic eye injury .'}]
1318,lateral medullary syndrome : treatments,[{'summary_text': 'lateral medullary syndrome . he says treatment focuses on relief of symptoms and active rehabilitation . histopathology : treatments'}]
1319,adenoviridae : treatments,[{'summary_text': 'adenoviral infection : treatments . experts say hepatitis c disease : treatment physiological physiology'}]
1320,placental abruption : treatments,[{'summary_text': 'fetal coagulation : treatments . fetus . symbiosis : treatment'}]
1321,common cold : prevention,[{'summary_text': 'cold virus : prevention - prevention : treatments : interventions : strategies . experts: treatments for cold eczema'}]
1322,adie syndrome : general,[{'summary_text': 'adie syndrome . causes : symptoms : causes . physiologic syndrome : physiology : general'}]
1323,staphylococcal scalded skin syndrome : diagnosis,[{'summary_text': 's. aureus syndrome . symptoms : diagnosis . diagnosis : diagnostic ephemeral sclerosis - diagnosis'}]
1324,onchocerciasis : prevention,[{'summary_text': 'onchocerciasis : prevention - prevention : treatments : interventions - interventions : intervention - action - intervention :'}]
1325,peritonsillar abscess : treatments,"[{'summary_text': 'peritonsillar abscess . ent-surgeons prefer to ""wait and observe"" before recommending tonsillectomy .'}]"
1326,pigeon toe : treatments,[{'summary_text': 'in-toeing and minor symptoms . diagnosis : treatments . physiology . treatments : diagnosis . symptoms : symptoms'}]
1327,cryptorchidism : physiology,"[{'summary_text': 'cryptorchidism : physiology : causes physiologic : treatments : symptoms : diagnosis: causes: causes, causes . : mechanisms'}]"
1328,genu valgum : causes,"[{'summary_text': 'genu valgum : physiology - causes physiologic - physiologies . causes: causes, symptoms, symptoms'}]"
1329,sickness behavior : general,[{'summary_text': 'sickness behavior : physiology - physiologie : general . physiologic disease : symptoms : causes physiological diagnosis'}]
1330,proteinuria : treatments,[{'summary_text': 'proteinuria : treatments physiology - treatments - physiotherapy . physiologic nephropathy'}]
1331,priapism : symptoms,[{'summary_text': 'ischemia|ischemic priapism . gangrene : physiology : causes . causes: causes'}]
1332,dissociative identity disorder : causes,[{'summary_text': 'trauma-induced dissociation in did : physiology . symbiosis syndrome : causes'}]
1333,postpericardiotomy syndrome : symptoms,"[{'summary_text': 'post-pericardiotomy syndrome . symptoms include fever, pleuritis, pericarditis . complications include arthritis, petechiae .'}]"
1334,lymphoma : symptoms,"[{'summary_text': 'hodgkin lymphoma and non-hodgkins lymph . symptoms include anorexia, fatigue, fatigue . physiology'}]"
1335,hyperammonemia : diagnosis,"[{'summary_text': 'types : physiology, physiologie : treatments . : diagnosis : symptoms : diagnoses :'}]"
1336,progressive multifocal leukoencephalopathy : physiology,[{'summary_text': 'pml : physiology - physiotherapy : symptoms : causes . hepatitis c : treatments'}]
1337,plasma cell leukemia : causes,[{'summary_text': 'monoclonal gammopathy : physiology : causes : symptoms : treatments : diagnosis – treatments – physiologie'}]
1338,trichotillomania : symptoms,[{'summary_text': 'trichotillomania . symptoms include remission-like symptoms . symptomatic relapse : causes . causes'}]
1339,grief : general,"[{'summary_text': ""grief associated with death : physiology . a person's emotional response to loss : symptoms : causes""}]"
1340,major depressive disorder : general,"[{'summary_text': 'major depressive disorder (mdd) . causes include family history of the condition, chronic health problems . cause of death : causes'}]"
1341,pulmonary venoocclusive disease : causes,[{'summary_text': 'pulmonary veno-occlusive disease . eif2ak4 gene mutation : causes . causes : physiology'}]
1342,phaeohyphomycosis : symptoms,[{'summary_text': 'wildlife phaeohyphomycosis . he says symptoms are symptomatic . they say symptoms can affect physiology .'}]
1343,soft-tissue sarcoma : symptoms,"[{'summary_text': 'soft-tissue sarcoma . symptoms include pain, soreness, abdominal pain . bronchitis : symptoms'}]"
1344,carcinoma in situ : treatments,"[{'summary_text': ""carcinoma ''in situ'' : treatments . physiologic symbiosis - treatments""}]"
1345,hyperostosis : general,[{'summary_text': 'hyperostosis . symptoms : causes . causes : physiology . sclerosis : treatments . san francisco'}]
1346,sclera : symptoms,[{'summary_text': 'yellowing of the sclera . hepatitis c : physiology : symptoms : causes'}]
1347,transient tachypnea of the newborn : treatments,[{'summary_text': 'tachypnea of the newborn : treatments . symbiotic tachypnosis . treatments: treatments'}]
1348,krabbe disease : treatments,[{'summary_text': 'infantile onset krabbe disease . symptoms : treatments physiology - treatments - may vary - physiologic -physiology'}]
1349,hemarthrosis : general,[{'summary_text': 'hemarthrosis . a common hemophilia . symptoms include a swollen artery .'}]
1350,brachydactyly : general,[{'summary_text': 'brachydactyly : psoriasis . greek language : symptoms . symptoms'}]
1351,dilated cardiomyopathy : treatments,[{'summary_text': 'systolic heart failure : treatments . physiologic heart disease . treatments - treatments in general - physiology'}]
1352,separation anxiety disorder : causes,[{'summary_text': 'separation anxiety disorder : physiological physiology : causes . physiologic behavioural disorder - causes : symptoms'}]
1353,common variable immunodeficiency : symptoms,[{'summary_text': 'hypogammaglobulinemia : physiology : causes . physiologic fibrosis : symptoms'}]
1354,hereditary coproporphyria : symptoms,"[{'summary_text': 'porphyria cutanea tarda . symptoms include abdominal pain, nausea, vomiting, diarrhea . symptomatic symptoms : symptoms'}]"
1355,insanity defense : treatments,[{'summary_text': 'insanity : treatments - treatment : treatment . trauma : interventions : prevention : diagnosis : physiology'}]
1356,mediastinitis : general,[{'summary_text': 'mediastinitis : physiology : causes physiologic : treatments . socioeconomics : symptoms'}]
1357,nephrocalcinosis : general,[{'summary_text': 'nephrocalcinosis . he says it is a general symptom of renal parenchyma . histopathology : general'}]
1358,pierre robin sequence : treatments,[{'summary_text': 'nasopharyngeal gerd syndrome : treatments physiology - treatments - physiologies - diagnosis : treatment'}]
1359,afterimage : general,[{'summary_text': 'illusory palinopsia : physiological . physiologic . afterimage . general : general'}]
1360,leukopenia : diagnosis,[{'summary_text': 'leukopenia : physiology : diagnosis . physiologic leukocytosis . diagnosis'}]
1361,thrombotic thrombocytopenic purpura : physiology,[{'summary_text': 'von willebrand factor cleaving clots : physiology : treatments physiologique . physiologic syndrome : causes'}]
1362,postural orthostatic tachycardia syndrome : symptoms,"[{'summary_text': 'orthostatic tachycardia . symptoms include acrocyanosis, blotchy, red/blue skin .'}]"
1363,panic disorder : general,[{'summary_text': 'panic disorder : physiology : symptoms : treatments : causes . socioeconomics : signs of panic : general'}]
1364,acute kidney injury : symptoms,[{'summary_text': 'acute kidney injury : physiology : symptoms - symptoms : causes . physiologic sclerosis : treatments'}]
1365,type 1 diabetes : physiology,[{'summary_text': 'diabetes type 1 : physiology : causes . physiologic reversal of beta cells in pancreas'}]
1366,organophosphate poisoning : physiology,[{'summary_text': 'acetylcholinesterase . hepatitis c : physiology : causes . causes'}]
1367,bilateral vestibulopathy : general,"[{'summary_text': 'bilateral vestibulopathy . causes problems in vision, hearing and motor coordination . symbiosis : physiology'}]"
1368,kleine–levin syndrome : symptoms,[{'summary_text': 'kleine–levin syndrome : physiology - symptoms : symptoms . sociology : treatments : diagnosis'}]
1369,retrovirus : treatments,[{'summary_text': 'antiretroviral drugs : treatments physiology : treatment physiologie . physiologic syndrome : therapies'}]
1370,retained placenta : treatments,[{'summary_text': 'ergometrine : physiology - treatments : treatments physiologique . ephemeral uterine contraction : prevention'}]
1371,cracked tooth syndrome : treatments,[{'summary_text': 'tooth flexes . treatments aimed at preventing movement of the segments . tooth flexion : treatments . adolescence .'}]
1372,spontaneous cerebrospinal fluid leak : causes,[{'summary_text': 'a spontaneous csf leak . aortic aneurysm and joint hypermobility . marfan syndrome : causes'}]
1373,gulf war syndrome : symptoms,[{'summary_text': 'gulf war : symptoms : treatments . experts: treatments to treat gwi : prevention : diagnosis'}]
1374,graves' ophthalmopathy : diagnosis,"[{'summary_text': ""graves' ophthalmopathy . diagnosis is based on ocular symptoms . he says diagnosis focuses on neuroimaging .""}]"
1375,waardenburg syndrome : general,[{'summary_text': 'waardenburg syndrome . causes include a wide gap between the inner corners of the eyes . symptoms include telecanthus and dystopia .'}]
1376,teratoma : physiology,"[{'summary_text': 'teratomas : physiology : causes physiologic : treatments . sociology, sociology and sociology'}]"
1377,sciatic nerve : symptoms,[{'summary_text': 'sciatica pain : physiology : causes . physiologic fibromyelitis : symptoms : treatments'}]
1378,osteochondroma : symptoms,[{'summary_text': 'osteochondroma . symptoms include a hard immobile painless palpable mass . symptomatic symptoms : symptoms'}]
1379,constriction ring syndrome : treatments,[{'summary_text': 'limb contour deformity : treatments physiology : treatment . experts: treatment of utero deficiency - treatments'}]
1380,dermatophytosis : general,"[{'summary_text': 'dermatophytosis . scaly, itchy, circular rash . prevention and treatment : prevention .'}]"
1381,chagas disease : symptoms,[{'summary_text': 'chronic chagas disease : physiology : symptoms : causes . socio-political syndrome : treatments'}]
1382,megaloblastic anemia : diagnosis,[{'summary_text': 'vitamin b deficiency . he says diagnosis asymptomatic . diagnosis : diagnosis . epidemiology : treatments'}]
1383,protein s deficiency : causes,[{'summary_text': 'protein s deficiency . chromosome 3 : causes . causes : physiology . sources: causes'}]
1384,myelolipoma : treatments,[{'summary_text': 'small myelolipomas . a doctor recommends surgical excision . the patient is able to see if he or she is a patient .'}]
1385,systemic scleroderma : general,[{'summary_text': 'systemic scleroderma . general : physiology : causes . physiologic syndrome : symptoms'}]
1386,hypercapnia : general,[{'summary_text': 'hypercapnia : physiology - physicology . physiologic syndrome : symptoms'}]
1387,multiple myeloma : physiology,[{'summary_text': 'multiple myeloma : physiology : treatments : causes  smoldering multiple marrow disease : symptoms'}]
1388,food allergy : symptoms,"[{'summary_text': 'food allergies . symptoms include rash hives, angioedema . allergic reactions : causes . causes  symbiosis : physiology'}]"
1389,anal fistula : treatments,[{'summary_text': 'fistula-in-ano : treatments physiology : treatment physiologies - treatments : interventions . experts: treatments'}]
1390,mouth ulcer : treatments,[{'summary_text': 'oral candidiasis : treatments physiology - treatments - physiotherapy - treatment . ephemeral septic ulcer : treatment'}]
1391,ocular ischemic syndrome : symptoms,[{'summary_text': 'ocular ischemic syndrome : physiology : causes . socio-economic status - causes : symptoms'}]
1392,congenital hyperinsulinism : physiology,[{'summary_text': 'congenital hyperinsulinism : symbiosis . katp channel mechanism : mechanisms'}]
1393,dehydration : diagnosis,[{'summary_text': 'dehydration : physiologic physiology : causes . osmotic cerebral edema : symptoms'}]
1394,inflammatory bowel disease : treatments,[{'summary_text': 'ileo-anal pouches : treatments - treatments : interventions . experts: treatments for inflammatory bowel disease ; treatments'}]
1395,bacteremia : general,[{'summary_text': 'bacteria in the blood : physiology . bacteria : symptoms : causes : treatments : general'}]
1396,oral submucous fibrosis : causes,[{'summary_text': 'paan|paan masala and gutkha . causes include prolonged deficiency to iron and vitamin c . physiology'}]
1397,beauty : general,[{'summary_text': 'beauty . he says he believes beauty is in the eye of the beholder . beauty : general hegemony .'}]
1398,non-hodgkin lymphoma : symptoms,[{'summary_text': 'non-hodgkin lymphoma . symptoms include lymphadenopathy|enlarged lymph nodes . syndrome : symptoms'}]
1399,cornea : general,"[{'summary_text': 'cornea is a transparent front part of the human eye . it covers the iris, pupil, and anterior chamber of eyeball . cornea : physiology'}]"
1400,lymphangioma : physiology,[{'summary_text': 'lymphangioma circumscriptum : physiology : causes . physiologic disease : symptoms : treatments'}]
1401,alveolar rhabdomyosarcoma : general,[{'summary_text': 'alveolar rhabdomyosarcoma . sub-type of soft tissue cancer family . characterized by mesenchymal cells .'}]
1402,alkaptonuria : physiology,[{'summary_text': 'alkaptonuria : physiology : causes physiological : treatments : symptoms : diagnosis : diagnostics'}]
1403,erythema multiforme : symptoms,[{'summary_text': 'erythema multiforme majus : physiology : treatments . edematous papules : symptoms'}]
1404,anemia : general,[{'summary_text': 'general anemia : causes physiology . symptoms : cause physiologic . causes : physiologies . symbiosis : symptoms'}]
1405,alcoholism : prevention,[{'summary_text': 'alcoholism . prevention of alcohol abuse : prevention - prevention . sex abuse . health care : treatments'}]
1406,farber disease : diagnosis,"[{'summary_text': 'farber disease . symptoms may include swollen lymph nodes . complications include vomiting, arthritis and xanthomas .'}]"
1407,pilonidal disease : causes,[{'summary_text': 'pilonidal cyst : physiology - causes : causes . coccygeal fibrosis . causes'}]
1408,appendicitis : general,[{'summary_text': 'appendicitis : physiology : symptoms : causes . hepatitism : treatments'}]
1409,hospital-acquired pneumonia : physiology,[{'summary_text': 'nosocomial respiratory infections : physiology : causes physiologic . physiological esophageal bacillia : cause'}]
1410,maroteaux–lamy syndrome : diagnosis,[{'summary_text': 'dermatan sulfate . mps-vi - a symptom - is a neurotransmitter .'}]
1411,hiv-associated nephropathy : general,[{'summary_text': 'hiv adiopathic nephropathy . hepatosclerosis : causes . obstructive kidney disease : symptoms'}]
1412,leptomeningeal cancer : symptoms,"[{'summary_text': 'leptomeningeal cancer . symptoms include nausea, vomiting, light-headedness . physiology of the brain : symptoms'}]"
1413,ménière's disease : causes,"[{'summary_text': ""ménière's disease . causes of disease : causes . physiology / causes : physiologies . sources: causes""}]"
1414,cutaneous leishmaniasis : symptoms,[{'summary_text': 'post kala-azar dermal leishmaniasis : physiology : diagnosis . physiologic leid arthritis : treatments'}]
1415,slow-wave sleep : general,[{'summary_text': 'slow-wave sleep . sws : physiology : general . experts . expert . specialist .'}]
1416,mongolian spot : treatments,[{'summary_text': 'mongolian nevus : treatments - treatments : treatment - physiology - treatment . adolescence . diagnosis'}]
1417,balkan endemic nephropathy : general,[{'summary_text': 'balkan endemic nephropathy . aristolochic acid : causes . causes : physiology'}]
1418,opsoclonus myoclonus syndrome : symptoms,[{'summary_text': 'opsoclonus . truncal and appendicular aphasia . symptoms : symptoms'}]
1419,lassa fever : prevention,[{'summary_text': 'lassa virus : physiology : treatments - treatments : prevention : interventions . socio-political'}]
1420,chronic lymphocytic leukemia : diagnosis,[{'summary_text': 'b-cell lymphocytosis : diagnosis physiology : diagnostic physiologie . socio-political lymphoma : diagnoses'}]
1421,oculomotor nerve : general,[{'summary_text': 'oculomotor nerve . it is derived from the basal plate (neural tube) of the embryonic midbrain .'}]
1422,vaginal discharge : general,[{'summary_text': 'vaginal discharge : physiology - physiologie : causes . physiologic symbiosis : symptoms'}]
1423,paragonimiasis : general,[{'summary_text': 'paragonimiasis . causes causes : physiology . physiologic : causes . symptoms : symptoms'}]
1424,acute chest syndrome : treatments,[{'summary_text': 'acute chest syndrome . bronchodilators : treatments . streptococcus pneumoniae .'}]
1425,neonatal jaundice : symptoms,[{'summary_text': 'neonatal jaundice . symptoms include hyperbilirubinemia . kernicterus : treatments . treatments'}]
1426,inclusion body myositis : treatments,[{'summary_text': 'idiopathic inflammatory myopathies : treatments physiology - treatments - physiotherapy . adolescent fibrosis . treatments'}]
1427,angiomyolipoma : general,[{'summary_text': 'angiomyolipoma : treatments physiology - treatments - physiotherapy - treatment . sclerosis : diagnosis'}]
1428,polyuria : diagnosis,[{'summary_text': 'polyuria : diagnose physiology : diagnostic . apnea - diagnosis : diagnosis'}]
1429,pituitary apoplexy : treatments,[{'summary_text': 'pituitary apoplexy . hepatitis c : treatments : treatment : interventions  experts: treatments'}]
1430,pleuropulmonary blastoma : treatments,"[{'summary_text': ""ppb : treatments - treatments : treatment . pediatrician's disease - treatment : diagnosis - diagnosis""}]"
1431,niemann–pick disease : diagnosis,[{'summary_text': 'niemann–pick disease . hepatosplenomegaly in infancy and profound central nervous system . disease : diagnosis'}]
1432,pituitary adenoma : general,[{'summary_text': 'pituitary adenoma : physiology : treatments . symbiosis : diagnosis'}]
1433,childhood arthritis : diagnosis,[{'summary_text': 'rheumatomyalgia : treatments physiology . treatments : diagnosis . diagnosis : treatment'}]
1434,trichomoniasis : general,[{'summary_text': 'trichomoniasis : physiology : symptoms . sex disease : causes physiological diagnosis'}]
1435,ventricular fibrillation : symptoms,"[{'summary_text': 'ventricular fibrillation : physiology : causes . apex of the heart, ventricle, ventricular contraction : symptoms'}]"
1436,psychosis : symptoms,[{'summary_text': 'auditory hallucination : physiology : symptoms : causes . socio-psychological resurgence : treatments'}]
1437,erectile dysfunction : symptoms,[{'summary_text': 'ed : physiology : symptoms : causes . socioeconomic esophageal disorder : treatments'}]
1438,reflex syncope : causes,[{'summary_text': 'vasovagal syncope : trigger : physiology : causes physiologic : mechanisms physiologique : treatments'}]
1439,perinatal asphyxia : treatments,[{'summary_text': 'adriana nebraska : pseudo . syria :'}]
1440,peyronie's disease : diagnosis,"[{'summary_text': ""peyronie's disease : physiology : treatments . physiologic fibrosis : diagnosis""}]"
1441,hepatocellular carcinoma : symptoms,"[{'summary_text': 'chronic liver disease . symptoms include jaundice|yellow skin, ascites|fluid in the abdominal cavity, coagulopathy .'}]"
1442,bronchiolitis : symptoms,"[{'summary_text': 'bronchiolitis . symptoms include fever, rhinorrhea, cough, wheeze, tachypnea .'}]"
1443,malignant peripheral nerve sheath tumor : treatments,[{'summary_text': 'neurofibrosarcoma in an extremity . he says amputation of the extremity is a symptom of a disease .'}]
1444,laughter : general,"[{'summary_text': 'laughter in humans : physiology : symptoms : causes . sociology, social, emotional : effects of psychiatric resuscitations'}]"
1445,pachyonychia congenita : causes,[{'summary_text': 'pachyonychia congenita : physiology : causes physiological : mechanisms physiologic : treatments'}]
1446,venous thrombosis : general,[{'summary_text': 'a venous thrombosis . general general : physiology . hepatitis c : general'}]
1447,tracheoesophageal fistula : general,[{'summary_text': 'tracheoesophageal fistula . it is an abnormal connection between the esophagus and the vertebrate .'}]
1448,subarachnoid hemorrhage : prevention,[{'summary_text': 'polycystic kidney disease : screening . hepatitis c : treatments : diagnosis : prevention : treatment'}]
1449,drowning : general,[{'summary_text': 'drowning : physiology : symptoms : causes . socio-economic resuscitation : treatments'}]
1450,lightning injury : prevention,[{'summary_text': 'lightning injury : prevents : prevention : preventing a life-threatening injury . adolescent lightning : treatments'}]
1451,factor vii : physiology,[{'summary_text': 'factor vii : theoretical physiology of the liver . hepatic fibrosis : physiologie'}]
