,real_target,Prediction
1512,folliculitis : treatments,[{'summary_text': 'folliculitis is a chronic disease . it can cause'}]
1513,single parent : general,[{'summary_text': 'single parent : a symphony . '}]
1514,hemothorax : general,[{'summary_text': 'hemothorax : a systoma'}]
1515,tarsal coalition : diagnosis,[{'summary_text': 'tarsal coalition : diagnosis of . sym'}]
1516,chordoma : treatments,[{'summary_text': 'chordoma treatments : treatments . san franci'}]
1517,atopic dermatitis : causes,[{'summary_text': 'atopic dermatitis is a common disorder . '}]
1518,listeriosis : prevention,[{'summary_text': 'listeriosis is the prevention of a traumatic brain disorder .'}]
1519,epileptic seizure : treatments,[{'summary_text': 'epileptic seizure : treatments for a coma'}]
1520,lipid storage disorder : diagnosis,[{'summary_text': 'lipid storage disorder a common disorder . symptoms are not uncommon '}]
1521,arachnoid cyst : general,[{'summary_text': 'arachnoid cyst is a common occurrence in the '}]
1522,papular mucinosis : treatments,[{'summary_text': 'papular mucinosis . treatments for the disease .'}]
1523,blastocystis : general,[{'summary_text': 'blastocystis : u.s. embassy'}]
1524,osteochondrosis : causes,[{'summary_text': 'osteochondrosis is a chronic disease . hepati'}]
1525,brain ischemia : physiology,[{'summary_text': 'brain ischemia physiology : physio . .'}]
1526,basal ganglia disease : general,[{'summary_text': 'basal ganglia disease is the most common disease in the world'}]
1527,cerebral palsy : causes,[{'summary_text': 'cerebral palsy is a chronic disease . it can cause '}]
1528,fanconi anemia : physiology,[{'summary_text': 'fanconi anemia asymptomatic . physiology '}]
1529,pericardial effusion : general,[{'summary_text': 'pericardial effusion is a common disorder . .'}]
1530,epididymitis : diagnosis,[{'summary_text': 'epididymitis : diagnosis of a coma '}]
1531,chronic kidney disease : causes,[{'summary_text': 'chronic kidney disease is a common disease . euphori'}]
1532,suicidal ideation : general,[{'summary_text': 'suicidal ideation : a general . .'}]
1533,situs inversus : symptoms,[{'summary_text': 'situs inversus versus sydney : symptoms '}]
1534,neonatal alloimmune thrombocytopenia : physiology,[{'summary_text': 'neonatal alloimmune thrombocytopenia '}]
1535,halo nevus : causes,[{'summary_text': 'halo nevus causes a series of strokes .'}]
1536,nocardiosis : symptoms,[{'summary_text': 'nocardiosis symptoms : symptoms of a coma'}]
1537,transient ischemic attack : physiology,[{'summary_text': 'transient ischemic attack : physiology . .'}]
1538,trematoda : general,[{'summary_text': 'trematoda is a tainted '}]
1539,neurocysticercosis : physiology,[{'summary_text': 'neurocysticercosis : physiology '}]
1540,fibromuscular dysplasia : general,[{'summary_text': 'fibromuscular dysplasia : symptomatic .'}]
1541,leukoaraiosis : causes,[{'summary_text': 'leukoaraiosis : causes of . .'}]
1542,macrophage activation syndrome : causes,[{'summary_text': 'macrophage activation syndrome : causes of the disease . '}]
1543,polymicrogyria : causes,[{'summary_text': 'polymicrogyria : causes of . .'}]
1544,persistent fetal circulation : general,[{'summary_text': 'persistent fetal circulation : a symbiotic '}]
1545,idiopathic orbital inflammatory disease : general,[{'summary_text': 'idiopathic orbital inflammatory disease is a common disease'}]
1546,tietze syndrome : symptoms,[{'summary_text': 'tietze syndrome is a common disorder . it is associated with'}]
1547,multiple sclerosis : physiology,[{'summary_text': 'multiple sclerosis physiology : physio . .'}]
1548,hallux rigidus : treatments,[{'summary_text': 'hallux rigidus is a common condition . it is common to'}]
1549,kyphosis : symptoms,[{'summary_text': 'kyphosis symptoms : symptoms of a coma'}]
1550,spider bite : treatments,[{'summary_text': 'spider bite treatments : treatments . click here for more information .'}]
1551,chylothorax : physiology,[{'summary_text': 'chylothorax physiology : physiotherapy .'}]
1552,rocky mountain spotted fever : diagnosis,[{'summary_text': 'rocky mountain spotted fever . symptoms are unknown . .'}]
1553,frostbite : symptoms,[{'summary_text': 'frostbite symptoms : symptoms of a coma '}]
1554,major depressive disorder : physiology,[{'summary_text': 'major depressive disorder . physiology : physio .'}]
1555,melkersson–rosenthal syndrome : diagnosis,[{'summary_text': 'melkersson–rosenthal syndrome : diagnosis . '}]
1556,stereotypic movement disorder : diagnosis,"[{'summary_text': ""stereotypic movement disorder : diagnosis of . 'st""}]"
1557,coats' disease : general,"[{'summary_text': ""coats' disease is the most common disease in the uk .""}]"
1558,thyroid hormone resistance : diagnosis,[{'summary_text': 'thyroid hormone resistance is the most common symptom in the u.s'}]
1559,fetal alcohol spectrum disorder : physiology,[{'summary_text': 'fetal alcohol spectrum disorder : physiology . .'}]
1560,erythrasma : treatments,[{'summary_text': 'erythrasma is a chronic disease .'}]
1561,chronotherapy (sleep phase) : general,[{'summary_text': 'chronotherapy (sleep phase) : . .'}]
1562,gastrinoma : general,[{'summary_text': 'gastrinoma is the most common disease in the u.s'}]
1563,alexander disease : physiology,[{'summary_text': 'alexander disease : physiology . click here for more'}]
1564,diarrhea : physiology,[{'summary_text': 'diarrhea a physiology : physiotherapy . .'}]
1565,cicatricial pemphigoid : symptoms,[{'summary_text': 'cicatricial pemphigoid : symptoms '}]
1566,gas gangrene : physiology,[{'summary_text': 'gas gangrene : physiology of . gang'}]
1567,hepatitis a : symptoms,[{'summary_text': 'hepatitis a . symptoms : symptoms .'}]
1568,decompression sickness : general,[{'summary_text': 'decompression sickness : a symptom of the brain .'}]
1569,ganglioneuroma : treatments,[{'summary_text': 'ganglioneuroma is a disease characterized by '}]
1570,chronic fatigue syndrome : symptoms,[{'summary_text': 'chronic fatigue syndrome . symptoms : symptoms of a coma'}]
1571,alagille syndrome : general,[{'summary_text': 'alagille syndrome is a common disorder . it is'}]
1572,bacterial vaginosis : causes,[{'summary_text': 'bacterial vaginosis : causes of bacterial infection '}]
1573,staphylococcal infection : symptoms,[{'summary_text': 'staphylococcal infection : symptoms of . disease .'}]
1574,ciguatera fish poisoning : causes,[{'summary_text': 'ciguatera fish poisoning : causes .'}]
1575,cryptococcosis : diagnosis,[{'summary_text': 'cryptococcosis : diagnosis of . coma'}]
1576,loneliness : causes,[{'summary_text': 'loneliness is the cause of a number of complications .'}]
1577,bradycardia : general,[{'summary_text': 'bradycardia : u.s. news .'}]
1578,livedo reticularis : diagnosis,[{'summary_text': 'livedo reticularis is a rare disease . .'}]
1579,tietze syndrome : treatments,[{'summary_text': 'tietze syndrome is a chronic disease . it has been diagnosed'}]
1580,whooping cough : symptoms,[{'summary_text': 'whooping cough is a common condition . it can cause '}]
1581,influenza : general,[{'summary_text': 'influenza is the most common disorder in the u.s. .'}]
1582,developmental disability : general,[{'summary_text': 'developmental disability : a systodontist '}]
1583,japanese encephalitis : diagnosis,[{'summary_text': 'japanese encephalitis : diagnosis of .'}]
1584,vertebrobasilar insufficiency : symptoms,[{'summary_text': 'vertebrobasilar insufficiency : symptoms .'}]
1585,syphilis : prevention,[{'summary_text': 'syphilis is a serious disease . it can cause'}]
1586,nuclear family : general,[{'summary_text': 'nuclear family : a spokesman for the u.s'}]
1587,thrombotic microangiopathy : general,[{'summary_text': 'thrombotic microangiopathy : symptomatic .'}]
1588,bell's palsy : causes,"[{'summary_text': ""bell's palsy is the cause of a heart attack ""}]"
1589,cardiac tamponade : diagnosis,[{'summary_text': 'cardiac tamponadea : diagnosis . .'}]
1590,susac's syndrome : physiology,"[{'summary_text': ""susac's syndrome : physiology . .""}]"
1591,dental abscess : symptoms,[{'summary_text': 'dental abscess is a common condition . symptoms include '}]
1592,underachiever : general,[{'summary_text': 'underachiever : u.s. spokesman :'}]
1593,subdural hematoma : treatments,[{'summary_text': 'subdural hematoma . treatments are available in the '}]
1594,facial trauma : prevention,[{'summary_text': 'facial trauma is the prevention of a traumatic disorder . .'}]
1595,heart cancer : symptoms,[{'summary_text': 'heart cancer is a common disease . a person with a'}]
1596,color blindness : physiology,[{'summary_text': 'color blindness : physiology . euphori'}]
1597,plasma cell leukemia : diagnosis,[{'summary_text': 'plasma cell leukemia is the most common disease . it is the'}]
1598,amnesia : diagnosis,[{'summary_text': 'amnesia is a rare disease . it can be diagnosed'}]
1599,pancreatitis : diagnosis,[{'summary_text': 'pancreatitis : diagnosis of a coma '}]
1600,rabies : general,[{'summary_text': 'rabies is a common disorder in the u.s.'}]
1601,crigler–najjar syndrome : general,[{'summary_text': 'crigler–najjar syndrome is the most common disorder in the world'}]
1602,erythromelalgia : general,[{'summary_text': 'erythromelalgia is the most common disease in the'}]
1603,operant conditioning : general,[{'summary_text': 'operant conditioning : a liquid . '}]
1604,chlamydia : symptoms,[{'summary_text': 'chlamydia : symptoms of . .'}]
1605,heart failure : general,[{'summary_text': 'heart failure : a sympathetic symptom .'}]
1606,adrenocorticotropic hormone : general,[{'summary_text': 'adrenocorticotropic hormone : a '}]
1607,lipoma : general,[{'summary_text': 'lipoma : a symbiosis'}]
1608,osteopetrosis : physiology,[{'summary_text': 'osteopetrosis physiology : physio . .'}]
1609,wolfram syndrome : causes,[{'summary_text': 'wolfram syndrome is a chronic disorder . it is associated with'}]
1610,waardenburg syndrome : treatments,[{'summary_text': 'waardenburg syndrome is a chronic disease . it is thought to'}]
1611,cryptogenic organizing pneumonia : general,[{'summary_text': 'cryptogenic organizing pneumonia : a symbiotic .'}]
1612,edema : treatments,[{'summary_text': 'edema is a chronic disease . it can cause '}]
1613,hypoventilation : general,[{'summary_text': 'hypoventilation : systosis :'}]
1614,haemophilus meningitis : treatments,[{'summary_text': 'haemophilus meningitis has been diagnosed with a'}]
1615,livedoid dermatitis : treatments,[{'summary_text': 'livedoid dermatitis is the treatment of a s'}]
1616,snakebite : treatments,[{'summary_text': 'snakebite is a treatment for a coma .'}]
1617,gilbert's syndrome : diagnosis,"[{'summary_text': ""gilbert's syndrome is the most common diagnosis in the world""}]"
1618,mediastinitis : treatments,[{'summary_text': 'mediastinitis is a chronic disease . it is'}]
1619,prosopagnosia : treatments,[{'summary_text': 'prosopagnosia : treatments . seni'}]
1620,photokeratitis : causes,[{'summary_text': 'photokeratitis : causes of disease . u.'}]
1621,gm2 gangliosidoses : general,[{'summary_text': 'gm2 gangliosidoses : general'}]
1622,corneal neovascularization : physiology,[{'summary_text': 'corneal neovascularization : physiology .'}]
1623,duodenitis : causes,[{'summary_text': 'duodenitis is the cause of a coma '}]
1624,craniopharyngioma : prevention,[{'summary_text': 'craniopharyngioma is a chronic disease .'}]
1625,fragile x syndrome : diagnosis,[{'summary_text': 'fragile x syndrome : diagnosis . senior '}]
1626,microscopic polyangiitis : symptoms,[{'summary_text': 'microscopic polyangiitis : symptoms . .'}]
1627,dentinogenesis imperfecta : diagnosis,[{'summary_text': 'dentinogenesis imperfecta is the most common diagnosis in the world .'}]
1628,trichinosis : prevention,[{'summary_text': 'trichinosis is the prevention of the disease . click here for'}]
1629,otosclerosis : physiology,[{'summary_text': 'otosclerosis physiology : physiotherapy .'}]
1630,dysgeusia : symptoms,[{'summary_text': 'dysgeusia symptoms : symptoms of a coma'}]
1631,experimental autoimmune encephalomyelitis : general,[{'summary_text': 'experimental autoimmune encephalomyelitis : a '}]
1632,rat-bite fever : prevention,[{'summary_text': 'rat-bite fever is a common disease . .'}]
1633,budd–chiari syndrome : diagnosis,[{'summary_text': 'budd–chiari syndrome : diagnosis of . .'}]
1634,congenital generalized lipodystrophy : diagnosis,[{'summary_text': 'congenital generalized lipodystrophy : diagnosis .'}]
1635,stereotypy : general,[{'summary_text': 'stereotypy : a symphony .'}]
1636,squamous cell carcinoma : general,[{'summary_text': 'squamous cell carcinoma : a symptom .'}]
1637,necrosis : physiology,[{'summary_text': 'necrosis . physiology : physiotherapy .'}]
1638,hereditary hyperbilirubinemia : symptoms,[{'summary_text': 'hereditary hyperbilirubinemia : symptoms . '}]
1639,dental fear : symptoms,[{'summary_text': 'dental fear symptoms : symptoms . euphoria '}]
1640,lactic acidosis : symptoms,[{'summary_text': 'lactic acidosis symptoms : symptoms of . .'}]
1641,type i hypersensitivity : treatments,[{'summary_text': 'type i hypersensitivity : treatments for the disease . .'}]
1642,renovascular hypertension : treatments,[{'summary_text': 'renovascular hypertension . a sclerosis .'}]
1643,intracranial aneurysm : symptoms,[{'summary_text': 'intracranial aneurysm : symptoms . .'}]
1644,microscopic polyangiitis : general,[{'summary_text': 'microscopic polyangiitis : a general .'}]
1645,adenoid cystic carcinoma : causes,[{'summary_text': 'adenoid cystic carcinoma : causes . .'}]
1646,paranoid personality disorder : general,[{'summary_text': 'paranoid personality disorder : a sympathetic disorder'}]
1647,bronchiectasis : causes,[{'summary_text': 'bronchiectasis : causes of disease .'}]
1648,cogan syndrome : causes,[{'summary_text': 'cogan syndrome is a chronic disease . : causes .'}]
1649,mixed connective tissue disease : general,[{'summary_text': 'mixed connective tissue disease : a symptom . .'}]
1650,mitochondrial disease : causes,[{'summary_text': 'mitochondrial disease is a common disease . a number of causes'}]
1651,bullous pemphigoid : general,"[{'summary_text': ""bullous pemphigoid : 'i'm""}]"
1652,osteopetrosis : treatments,[{'summary_text': 'osteopetrosis is a chronic disease . it can cause '}]
1653,astrocytoma : general,[{'summary_text': 'astrocytoma is the most common disease in the world '}]
1654,manganism : symptoms,[{'summary_text': 'manganism symptoms : symptoms of adolescence .'}]
1655,lissencephaly : general,[{'summary_text': 'lissencephaly is the most popular syri'}]
1656,tarsal coalition : causes,[{'summary_text': 'tarsal coalition aims to raise awareness of the causes .'}]
1657,cellulitis : prevention,[{'summary_text': 'cellulitis is a common disease . it can cause a'}]
1658,chédiak–higashi syndrome : general,[{'summary_text': 'chédiak–higashi syndrome : general .'}]
1659,microphthalmia : general,[{'summary_text': 'microphthalmia is the most common disease in the world .'}]
1660,pulmonary fibrosis : diagnosis,[{'summary_text': 'pulmonary fibrosis : diagnosis . u.s'}]
1661,conjunctivitis : diagnosis,[{'summary_text': 'conjunctivitis is the most common condition . .'}]
1662,invasive candidiasis : causes,[{'summary_text': 'invasive candidiasis : causes of . .'}]
1663,birdshot chorioretinopathy : general,[{'summary_text': 'birdshot chorioretinopathy : a symptom'}]
1664,leukocyte adhesion deficiency : causes,[{'summary_text': 'leukocyte adhesion deficiency : causes .'}]
1665,pinworm infection : treatments,[{'summary_text': 'pinworm infection is a common disease . it can cause a'}]
1666,eclampsia : treatments,[{'summary_text': 'eclampsia is a chronic disease . it'}]
1667,cryoglobulinemia : diagnosis,[{'summary_text': 'cryoglobulinemia : diagnosis of . symptom '}]
1668,premature atrial contraction : treatments,[{'summary_text': 'premature atrial contraction is the treatment of a coma .'}]
1669,porphyria : physiology,[{'summary_text': 'porphyria physiology : physios .'}]
1670,anticholinergic : general,[{'summary_text': 'anticholinergic : a systoma'}]
1671,tinnitus : diagnosis,[{'summary_text': 'tinnitus is a rare disease . .'}]
1672,dermatitis : causes,[{'summary_text': 'dermatitis : causes of a coma .'}]
1673,referred pain : physiology,[{'summary_text': 'referred pain . physiology : physiotherapy .'}]
1674,compulsive hoarding : symptoms,[{'summary_text': 'compulsive hoarding : symptoms of . .'}]
1675,hemoglobinuria : causes,[{'summary_text': 'hemoglobinuria : a symptom . .'}]
1676,stress fracture : diagnosis,[{'summary_text': 'stress fracture diagnosis : diagnosis of a comorbidity '}]
1677,fuchs' dystrophy : causes,"[{'summary_text': ""fuchs' dystrophy causes a disproportionate number of""}]"
1678,ophthalmoparesis : diagnosis,[{'summary_text': 'ophthalmoparesis diagnosis : diagnosis .'}]
1679,gonorrhea : prevention,[{'summary_text': 'gonorrhea : prevention . click here for more'}]
1680,chemotherapy-induced acral erythema : general,[{'summary_text': 'chemotherapy-induced acral erythema . '}]
1681,retinoblastoma : general,[{'summary_text': 'retinoblastoma is a disease characterized by'}]
1682,schistosomiasis : symptoms,[{'summary_text': 'schistosomiasis symptoms : symptoms of .'}]
1683,blackwater fever : symptoms,[{'summary_text': 'blackwater fever symptoms : symptoms . click here for more information '}]
1684,undifferentiated pleomorphic sarcoma : general,[{'summary_text': 'undifferentiated pleomorphic sarcoma '}]
1685,berylliosis : prevention,[{'summary_text': 'berylliosis is a rare disease . it'}]
1686,cholera : physiology,[{'summary_text': 'cholera a physiology : physiotherapy .'}]
1687,giant-cell arteritis : diagnosis,[{'summary_text': 'giant-cell arteritis : diagnosis of . .'}]
1688,acute coronary syndrome : prevention,[{'summary_text': 'acute coronary syndrome is the prevention of a coma .'}]
1689,lens (anatomy) : symptoms,[{'summary_text': 'lens (anatomy) symptoms : symptoms of . .'}]
1690,post-dural-puncture headache : symptoms,[{'summary_text': 'post-dural-puncture headache symptoms : symptoms .'}]
1691,headache : physiology,[{'summary_text': 'headache physiology : physiotherapy . : the '}]
1692,temporal lobe epilepsy : causes,[{'summary_text': 'temporal lobe epilepsy : causes of disease .'}]
1693,bunion : symptoms,[{'summary_text': 'bunion symptoms : symptoms of systoma '}]
1694,familial adenomatous polyposis : diagnosis,[{'summary_text': 'familial adenomatous polyposis : diagnosis .'}]
1695,west nile fever : general,[{'summary_text': 'west nile fever is the most common disease in the world .'}]
1696,subacute bacterial endocarditis : causes,[{'summary_text': 'subacute bacterial endocarditis : causes .'}]
1697,tinea capitis : treatments,[{'summary_text': 'tinea capitis is a vascular disorder . .'}]
1698,meconium aspiration syndrome : diagnosis,[{'summary_text': 'meconium aspiration syndrome : diagnosis of . .'}]
1699,unstable angina : physiology,[{'summary_text': 'unstable angina . physiology : physiotherapy .'}]
1700,tarsal tunnel syndrome : symptoms,[{'summary_text': 'tarsal tunnel syndrome . symptoms are common in the united states'}]
1701,septic abortion : symptoms,[{'summary_text': 'septic abortion symptoms : symptoms of a coma '}]
1702,chondrodysplasia punctata : general,[{'summary_text': 'chondrodysplasia punctata : general'}]
1703,erectile dysfunction : treatments,[{'summary_text': 'erectile dysfunction is a chronic disease . it can cause'}]
1704,enuresis : treatments,[{'summary_text': 'enuresis treatment : treatments . adol'}]
1705,hyperthyroidism : diagnosis,[{'summary_text': 'hyperthyroidism is a common condition . it can cause'}]
1706,nicotine dependence : physiology,[{'summary_text': 'nicotine dependence : physiology . et al .'}]
1707,microscopic polyangiitis : diagnosis,[{'summary_text': 'microscopic polyangiitis : diagnosis and diagnosis .'}]
1708,waldenström's macroglobulinemia : treatments,"[{'summary_text': ""waldenström's macroglobulinemia : treatments ""}]"
1709,gingival enlargement : physiology,[{'summary_text': 'gingival enlargement : physiology . .'}]
1710,niemann–pick disease : causes,[{'summary_text': 'niemann–pick disease : causes . syst'}]
1711,hair loss : symptoms,[{'summary_text': 'hair loss symptoms : symptoms of a coma . '}]
1712,paraneoplastic cerebellar degeneration : diagnosis,[{'summary_text': 'paraneoplastic cerebellar degeneration : diagnosis .'}]
1713,cardiac arrest : diagnosis,[{'summary_text': 'cardiac arrest : diagnosis . a randomized controlled trial .'}]
1714,erythrasma : causes,[{'summary_text': 'erythrasma : causes of disease .'}]
1715,bacillary angiomatosis : causes,[{'summary_text': 'bacillary angiomatosis : causes .'}]
1716,suicide : physiology,[{'summary_text': 'suicide physiology : physio . sympathetic'}]
1717,hypernatremia : causes,[{'summary_text': 'hypernatremia is a chronic disease . it can cause'}]
1718,diseases of the foot : diagnosis,[{'summary_text': 'diseases of the foot : diagnosis . : s'}]
1719,stargardt disease : diagnosis,[{'summary_text': 'stargardt disease is a chronic disease . it is thought to'}]
1720,vaginismus : diagnosis,[{'summary_text': 'vaginismus : diagnosis . hepatitis '}]
1721,alopecia areata : diagnosis,[{'summary_text': 'alopecia areata - a rare disease .'}]
1722,heterotopic pregnancy : general,[{'summary_text': 'heterotopic pregnancy : systoma - '}]
1723,pouchitis : treatments,[{'summary_text': 'pouchitis is a treatment for swollen skin .'}]
1724,rickets : treatments,[{'summary_text': 'rickets : treatments for a chronic disease .'}]
1725,adult child : general,[{'summary_text': 'adult child : what is a crit . : '}]
1726,hypoparathyroidism : diagnosis,[{'summary_text': 'hypoparathyroidism : diagnosis of a symptom '}]
1727,laryngotracheal stenosis : general,[{'summary_text': 'laryngotracheal stenosis : general'}]
1728,vaginal yeast infection : general,[{'summary_text': 'vaginal yeast infection : a symptom . .'}]
1729,decompression sickness : physiology,[{'summary_text': 'decompression sickness : physiology . sym'}]
1730,self psychology : general,[{'summary_text': 'self psychology : a ludicratory disorder .'}]
1731,atrioventricular septal defect : treatments,[{'summary_text': 'atrioventricular septal defect asymptomatic . '}]
1732,poems syndrome : diagnosis,[{'summary_text': 'poems syndrome : diagnosis of a coma . .'}]
1733,ganglioneuroma : diagnosis,[{'summary_text': 'ganglioneuroma : diagnosis of . .'}]
1734,neonatal conjunctivitis : prevention,[{'summary_text': 'neonatal conjunctivitis : prevention and prevention '}]
1735,varicocele : treatments,[{'summary_text': 'varicocele treatments : treatments . san franci'}]
1736,marburg virus disease : treatments,[{'summary_text': 'marburg virus disease disease : treatments for them . click here for'}]
1737,lordosis : treatments,[{'summary_text': 'lordosis treatment : treatments . a '}]
1738,sleep : physiology,[{'summary_text': 'sleep physiology : a symbiosis'}]
1739,toxic megacolon : general,[{'summary_text': 'toxic megacolonia : a u.s.'}]
1740,foot : symptoms,[{'summary_text': 'foot symptoms are a common symptom . : bowel syndrome'}]
1741,birt–hogg–dubé syndrome : general,[{'summary_text': 'birt–hogg–dubé syndrome . .'}]
1742,carcinoid : symptoms,[{'summary_text': 'carcinoid symptoms : symptoms of a coma '}]
1743,dysmenorrhea : symptoms,[{'summary_text': 'dysmenorrhea symptoms : symptoms of . .'}]
1744,melanoma : treatments,[{'summary_text': 'melanoma : treatments . u.s.'}]
1745,coloboma : symptoms,[{'summary_text': 'coloboma symptoms : symptoms of . bowel disease'}]
1746,gestalt therapy : general,[{'summary_text': 'gestalt therapy : a guide to how to get started .'}]
1747,crouzon syndrome : symptoms,[{'summary_text': 'crouzon syndrome . symptoms are common in europe .'}]
1748,gender identity : general,[{'summary_text': 'gender identity : a sympathetic . .'}]
1749,infectious mononucleosis : general,[{'summary_text': 'infectious mononucleosis : a symptom '}]
1750,holoprosencephaly : symptoms,[{'summary_text': 'holoprosencephaly : symptoms . .'}]
1751,charcot–marie–tooth disease : general,[{'summary_text': 'charcot–marie–tooth disease : general .'}]
1752,aspirin exacerbated respiratory disease : causes,[{'summary_text': 'aspirin exacerbated respiratory disease : causes . .'}]
1753,neuromuscular disease : causes,[{'summary_text': 'neuromuscular disease is a common disease . it can cause '}]
1754,hyperglycemia : causes,[{'summary_text': 'hyperglycemia is a common cause . it can cause'}]
1755,small-cell carcinoma : general,[{'summary_text': 'small-cell carcinoma is a common disease . it can cause '}]
1756,birth defect : general,[{'summary_text': 'birth defect : a sympathetic sclerosis '}]
1757,serum sickness : treatments,[{'summary_text': 'serum sickness is a common disease . it can cause a '}]
1758,paratuberculosis : general,[{'summary_text': 'paratuberculosis is the most common disease in the world'}]
1759,rolandic epilepsy : diagnosis,[{'summary_text': 'rolandic epilepsy : diagnosis of . .'}]
1760,levo-transposition of the great arteries : treatments,[{'summary_text': 'levo-transposition of the great arteries : treatments .'}]
1761,ventilator-associated pneumonia : diagnosis,[{'summary_text': 'ventilator-associated pneumonia is a common condition . a '}]
1762,mediastinal tumor : general,[{'summary_text': 'mediastinal tumor : u.s. spokesman'}]
1763,mesothelioma : general,"[{'summary_text': ""mesothelioma : 'i'm""}]"
1764,association : general,[{'summary_text': 'the association aims to raise awareness of the global community . .'}]
1765,severe combined immunodeficiency : treatments,[{'summary_text': 'severe combined immunodeficiency : treatments . a '}]
1766,hypervitaminosis a : prevention,[{'summary_text': 'hypervitaminosis a chronic disease : prevention .'}]
1767,"id, ego and super-ego : general","[{'summary_text': 'id, ego and super-ego . what is '}]"
1768,osteoporosis : diagnosis,[{'summary_text': 'osteoporosis : diagnosis of a serious condition .'}]
1769,microcephaly : treatments,[{'summary_text': 'microcephaly is a symptomatic disorder . it is'}]
1770,osteomyelitis : general,[{'summary_text': 'osteomyelitis is the most common disease in the u.s'}]
1771,catatonia : symptoms,[{'summary_text': 'catatonia symptoms : symptoms of syphilis .'}]
1772,flavivirus : general,[{'summary_text': 'flavivirus is the most common virus in the u.s.'}]
1773,hepatic encephalopathy : causes,[{'summary_text': 'hepatic encephalopathy is the cause of a '}]
1774,aortoiliac occlusive disease : diagnosis,[{'summary_text': 'aortoiliac occlusive disease : diagnosis '}]
1775,drowning : diagnosis,[{'summary_text': 'drowning is a common disorder in the u.s .'}]
1776,locked-in syndrome : general,[{'summary_text': 'locked-in syndrome : a symbiotic .'}]
1777,non-alcoholic fatty liver disease : symptoms,[{'summary_text': 'non-alcoholic fatty liver disease . symptoms include swollen'}]
1778,oligomenorrhea : general,[{'summary_text': 'oligomenorrhea is the most populous country in'}]
1779,urinary tract obstruction : treatments,[{'summary_text': 'urinary tract obstruction : treatments . a coma '}]
1780,virtue : general,[{'summary_text': 'virtue : a san francis . .'}]
1781,chorea gravidarum : general,"[{'summary_text': ""chorea gravidarum : what is the world's most""}]"
1782,yersinia : general,[{'summary_text': 'yersinia is the most populous country in the world'}]
1783,laurence–moon syndrome : general,[{'summary_text': 'laurence–moon syndrome : a symptom '}]
1784,developmental psychology : general,[{'summary_text': 'developmental psychology : a symbiotic apopto'}]
1785,agnosia : diagnosis,[{'summary_text': 'agnosia : diagnosis of . diagnosis .'}]
1786,streptococcus : physiology,[{'summary_text': 'streptococcus : physiology . .'}]
1787,adenomatous polyposis coli : general,[{'summary_text': 'adenomatous polyposis coli is a common '}]
1788,intractable pain : general,[{'summary_text': 'intractable pain : a symbiotic .'}]
1789,cholecystitis : general,[{'summary_text': 'cholecystitis is the most common disease in the'}]
1790,leptomeningeal cancer : diagnosis,[{'summary_text': 'leptomeningeal cancer : diagnosis . .'}]
1791,hypoventilation : treatments,[{'summary_text': 'hypoventilation is the treatment of a coma .'}]
1792,femoral hernia : treatments,[{'summary_text': 'femoral hernia : treatments . .'}]
1793,conversion disorder : general,[{'summary_text': 'conversion disorder : a systo . :'}]
1794,bacterial pneumonia : general,[{'summary_text': 'bacterial pneumonia : a common occurrence in the u.'}]
1795,multicystic dysplastic kidney : general,[{'summary_text': 'multicystic dysplastic kidney : a symptom .'}]
1796,galactorrhea : general,[{'summary_text': 'galactorrhea is the most popular disease in the world '}]
1797,chronic traumatic encephalopathy : symptoms,[{'summary_text': 'chronic traumatic encephalopathy . symptoms : symptoms .'}]
1798,peutz–jeghers syndrome : symptoms,[{'summary_text': 'peutz–jeghers syndrome : symptoms . .'}]
1799,sports injury : prevention,[{'summary_text': 'sports injury prevention : prevention . click here for more information .'}]
1800,chronic wasting disease : general,[{'summary_text': 'chronic wasting disease : cure for the u.s. '}]
1801,pulmonary alveolar proteinosis : general,[{'summary_text': 'pulmonary alveolar proteinosis is the most common disease '}]
1802,cerebral hypoxia : symptoms,[{'summary_text': 'cerebral hypoxia symptoms : symptoms . a coma '}]
1803,mammary analogue secretory carcinoma : treatments,[{'summary_text': 'mammary analogue secretory carcinoma : treatments .'}]
1804,phaeohyphomycosis : general,[{'summary_text': 'phaeohyphomycosis is the most common disease'}]
1805,cryopyrin-associated periodic syndrome : symptoms,[{'summary_text': 'cryopyrin-associated periodic syndrome : symptoms . .'}]
1806,cyclothymia : treatments,[{'summary_text': 'cyclothymia is a chronic disease .'}]
1807,vulvodynia : symptoms,[{'summary_text': 'vulvodynia symptoms : symptoms . .'}]
1808,laryngomalacia : diagnosis,[{'summary_text': 'laryngomalacia is the most common symptom .'}]
1809,balanitis : diagnosis,[{'summary_text': 'balanitis is a common condition . it can be diagnosed'}]
1810,lipid storage disorder : treatments,[{'summary_text': 'lipid storage disorder . a general disorder characterized individuals .'}]
1811,pancreatic cancer : prevention,[{'summary_text': 'pancreatic cancer is a disease characterized by sclerosis '}]
1812,sarcopenia : treatments,[{'summary_text': 'sarcopenia is a chronic disease . it is'}]
1813,aicardi syndrome : diagnosis,[{'summary_text': 'aicardi syndrome is the most common disorder in the world .'}]
1814,cerebrospinal fluid leak : symptoms,[{'summary_text': 'cerebrospinal fluid leak . symptoms of swollen'}]
1815,hypophysitis : causes,[{'summary_text': 'hypophysitis is a chronic disease . it can cause'}]
